O*NET-SOC Code	Task ID	Task	Green Task Type	Date	Domain Source
17-2199.07	19662	Design or develop new crystals for photonics applications.	New Green Task	07/2011	Analyst
17-2199.07	19663	Design or redesign optical fibers to minimize energy loss.	New Green Task	07/2011	Analyst
17-2199.07	19664	Design photonics products, such as light sources, displays, or photovoltaics to achieve increased energy efficiency.	New Green Task	07/2011	Analyst
17-2199.07	19665	Design solar energy photonics or other materials or devices to generate energy.	New Green Task	07/2011	Analyst
17-2199.07	19666	Develop photonics sensing or manufacturing technologies to improve the efficiency of manufacturing or related processes.	New Green Task	07/2011	Analyst
17-2199.08	19667	Design or program robotics systems for environmental clean-up applications to minimize human exposure to toxic or hazardous materials or to improve the quality or speed of clean-up operations.	New Green Task	07/2011	Analyst
17-2199.08	19668	Design robotics applications for manufacturers of green products, such as wind turbines or solar panels to increase production time, eliminate waste, or reduce costs.	New Green Task	07/2011	Analyst
17-2199.09	19671	Design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency.	New Green Task	07/2015	Occupational Expert
17-2199.09	19674	Develop catalysis or other green chemistry methods to synthesize nanomaterials, such as nanotubes, nanocrystals, nanorods, or nanowires.	New Green Task	07/2015	Occupational Expert
17-2199.09	19669	Apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.	New Green Task	07/2015	Occupational Expert
17-2199.09	19673	Design nanosystems with components such as nanocatalysts or nanofiltration devices to clean specific pollutants from hazardous waste sites.	New Green Task	07/2015	Occupational Expert
17-2199.09	19670	Design nano-based manufacturing processes to minimize water, chemical, or energy use, as well as to reduce waste production.	New Green Task	07/2015	Occupational Expert
17-2199.09	19672	Design nanoparticle catalysts to detect or remove chemical or other pollutants from water, soil, or air.	New Green Task	07/2015	Occupational Expert
17-2199.09	19677	Reengineer nanomaterials to improve biodegradability.	New Green Task	07/2015	Occupational Expert
17-2199.09	19676	Integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes.	New Green Task	07/2015	Occupational Expert
17-2199.09	19675	Develop green building nanocoatings, such as self-cleaning, anti-stain, depolluting, anti-fogging, anti-icing, antimicrobial, moisture-resistant, or ultraviolet protectant coatings.	New Green Task	07/2015	Occupational Expert
17-2199.10	16559	Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.	New Green Task	07/2012	Incumbent
17-2199.10	16549	Recommend process or infrastructure changes to improve wind turbine performance, reduce operational costs, or comply with regulations.	New Green Task	07/2012	Incumbent
17-2199.10	16560	Create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.	New Green Task	07/2012	Incumbent
17-2199.10	16553	Provide engineering technical support to designers of prototype wind turbines.	New Green Task	07/2012	Incumbent
17-2199.10	16550	Investigate experimental wind turbines or wind turbine technologies for properties such as aerodynamics, production, noise, and load.	New Green Task	07/2012	Incumbent
17-2199.10	16558	Develop active control algorithms, electronics, software, electromechanical, or electrohydraulic systems for wind turbines.	New Green Task	07/2012	Incumbent
17-2199.10	16557	Develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, and pad transformers.	New Green Task	07/2012	Incumbent
17-2199.10	16552	Test wind turbine components, using mechanical or electronic testing equipment.	New Green Task	07/2012	Incumbent
17-2199.10	16548	Oversee the work activities of wind farm consultants or subcontractors.	New Green Task	07/2012	Incumbent
17-2199.10	16551	Test wind turbine equipment to determine effects of stress or fatigue.	New Green Task	07/2012	Incumbent
17-2199.10	16555	Monitor wind farm construction to ensure compliance with regulatory standards or environmental requirements.	New Green Task	07/2012	Incumbent
17-2199.10	16556	Direct balance of plant (BOP) construction, generator installation, testing, commissioning, or supervisory control and data acquisition (SCADA) to ensure compliance with specifications.	New Green Task	07/2012	Incumbent
17-2199.10	16562	Analyze operation of wind farms or wind farm components to determine reliability, performance, and compliance with specifications.	New Green Task	07/2012	Incumbent
17-2199.10	16554	Perform root cause analysis on wind turbine tower component failures.	New Green Task	07/2012	Incumbent
17-2199.10	16561	Design underground or overhead wind farm collector systems.	New Green Task	07/2012	Incumbent
17-2199.10	16547	Write reports to document wind farm collector system test results.	New Green Task	07/2012	Incumbent
17-2199.11	16571	Create plans for solar energy system development, monitoring, and evaluation activities.	New Green Task	07/2015	Occupational Expert
17-2199.11	16575	Conduct engineering site audits to collect structural, electrical, and related site information for use in the design of residential or commercial solar power systems.	New Green Task	07/2015	Occupational Expert
17-2199.11	16574	Design or coordinate design of photovoltaic (PV) or solar thermal systems, including system components, for residential and commercial buildings.	New Green Task	07/2015	Occupational Expert
17-2199.11	16572	Create electrical single-line diagrams, panel schedules, or connection diagrams for solar electric systems, using computer-aided design (CAD) software.	New Green Task	07/2015	Occupational Expert
17-2199.11	16564	Review specifications and recommend engineering or manufacturing changes to achieve solar design objectives.	New Green Task	07/2015	Occupational Expert
17-2199.11	16570	Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components.	New Green Task	07/2015	Occupational Expert
17-2199.11	16568	Provide technical direction or support to installation teams during installation, start-up, testing, system commissioning, or performance monitoring.	New Green Task	07/2015	Occupational Expert
